nodeID,networkCanvasEgoUUID,networkCanvasUUID,name,user_layout_x,user_layout_y,user_layout_screenSpaceX,user_layout_screenSpaceY
1,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,ZuysvCGddv,AI,0.5142272885485555,0.7510619530651563,987.32,268.85
2,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,zfLP4gy4BA,analysis,0.5877392969021928,0.3529282050091688,1128.46,698.84
3,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,KaMS6JqOHq,ethics,0.4462843717368604,0.6143891738817576,856.87,416.46
4,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,8lkG5LFSea,gender,0.3293334493560738,0.4212645946008681,632.32,625.03
5,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,jWW9gVNZ5Z,inequality,0.3983901844761573,0.4435481999025092,764.91,600.97
6,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,WTyHE68aut,social norms,0.3939349112426035,0.5460527842900582,756.36,490.26
7,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,uBiRoP3A3s,progress,0.4641054646710756,0.4985144263132239,891.08,541.60
8,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,Aq4q5O2VkA,race-ethnicity,0.3137399930386356,0.5282259000487454,602.38,509.52
9,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,m3bCphZ8J2,technology,0.5119996519317787,0.6500429423643834,983.04,377.95
10,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,YfjJV5hkMD,truth,0.5376174730247129,0.4435481999025092,1032.23,600.97
11,7be8425e-a3ba-4d37-a9c9-14ea20de21cb,RtJiUdZJi6,empirical data,0.6211538461538462,0.4435481999025092,1192.62,600.97
